stepNum,id,divideFlag,cellAge,growthRate,LifeHistory,startVol,targetVol,lineage,pos,time,radius,length,orientation,cellType,X,Y
1,28,False,1,0.021,10,2.5315934972396996,4.724057944244425,,"[58.46699999999999, 120.32249999999999]",3.0,0.5082692113274386,2.5315934972396996,28.27155021199058,1,406.0208333333333,835.5729166666666
1,29,False,1,0.128,2,2.9925850362864144,6.449008039996873,,"[114.41949579831932, 120.74218487394957]",3.0,0.5349550051005987,2.9925850362864144,-20.463009910033865,2,794.5798319327731,838.4873949579832
1,30,True,1,NaN,1,7.450685973554702,7.450685973554702,,"[65.75929411764706, 123.2375294117647]",3.0,0.5451797751844679,7.450685973554702,-46.54201334364711,2,456.6617647058824,855.8161764705883
1,31,False,1,0.015,2,5.835986471129766,6.369387181600046,,"[112.0521081081081, 126.8082162162162]",3.0,0.5192941156853742,5.835986471129766,-13.478728046928085,2,778.1396396396397,880.6126126126126
1,32,False,1,-0.004,2,0.7984365456639009,0.7794375560716686,,"[115.83663157894736, 127.85684210526315]",3.0,0.3092900556178786,0.7984365456639009,-12.82050291215264,0,804.421052631579,887.8947368421053
1,33,True,1,NaN,1,2.7657780178444775,2.7657780178444775,,"[20.992235294117645, 131.39576470588233]",3.0,0.3253922776139402,2.7657780178444775,-60.6348184187108,2,145.77941176470588,912.470588235294
1,34,False,1,0.12,4,1.7411592521455679,7.315488227170337,,"[21.4272, 154.68701538461542]",3.0,0.49939409429080517,1.7411592521455679,-7.593803016299544,2,148.8,1074.215384615385
1,35,False,1,0.073,3,2.5524245423783287,4.936516501032452,,"[21.43173033707865, 156.5118202247191]",3.0,0.4785324225080059,2.5524245423783287,2.456501309877348,2,148.8314606741573,1086.887640449438
1,36,False,1,-0.0,23,2.5636650797050224,2.4925263590684827,,"[185.51653608247423, 156.80115463917525]",3.0,0.5015241632634095,2.5636650797050224,-65.83030353851316,2,1288.3092783505156,1088.8969072164948
2,2,False,2,0.026,4,3.1997244154831055,4.38197714321252,,"[75.830625, 1.1981249999999999]",6.0,0.4914804635799356,3.461912378393914,39.85618494775835,2,526.6015625,8.3203125
2,1,False,2,-0.05,5,4.053597545549439,1.911595515165235,,"[137.48123076923076, 0.13292307692307695]",6.0,0.2349394417570705,1.5391971819767012,-82.93902075016857,2,954.7307692307692,0.9230769230769232
2,3,False,2,0.023,4,3.2649501601431985,4.28987934582315,,"[78.41612030075187, 2.1394285714285712]",6.0,0.4992150388707205,3.5441970466905444,55.375593180780136,2,544.5563909774436,14.857142857142858
2,4,True,2,0.02,2,5.502799032559784,6.187081937048757,,"[88.87454377880184, 16.685419354838707]",6.0,0.49296145705391575,6.187081937048757,64.60271852022139,2,617.184331797235,115.87096774193547
2,37,False,1,0.145,3,1.0407727906836857,3.8457223726584746,6,"[90.44894117647058, 18.66070588235294]",6.0,0.44386218546022976,1.0407727906836857,64.81718453668009,2,628.1176470588235,129.58823529411765
2,38,False,1,0.054,4,4.397198676372271,8.377122784696208,6,"[92.6568, 19.5525]",6.0,0.4927707277502257,4.397198676372271,63.97488680242294,2,643.45,135.78125
2,6,False,2,-0.029,5,1.0510929788530412,0.6829737725488636,,"[54.215999999999994, 25.228799999999996]",6.0,0.21551946547817902,0.5902243641192729,90.0,0,376.5,175.2
2,7,False,2,0.017,3,3.9887260659285935,4.631645878071477,,"[132.52463157894738, 27.70863157894737]",6.0,0.5564187575174155,4.290079634343542,44.75679512431476,1,920.309941520468,192.42105263157896
2,8,False,2,0.026,12,2.0423675354266524,5.1755981288319335,,"[33.835943661971825, 27.78185915492958]",6.0,0.45891745818003704,2.039693071246246,75.52369832456588,1,234.9718309859155,192.92957746478876
2,9,False,2,0.116,4,1.5949498286535229,6.416756777615132,,"[105.29888198757763, 38.91309316770187]",6.0,0.4934803087909646,4.58858510296944,20.371710309253693,2,731.2422360248447,270.2298136645963
2,10,True,2,0.098,2,2.3006288297222586,4.138921194591708,,"[107.14212765957446, 40.027914893617016]",6.0,0.45976790809459095,4.138921194591708,26.19287899760585,2,744.0425531914893,277.97163120567376
2,11,False,2,0.015,6,3.0872661443420513,4.0213658326298,,"[98.07542857142856, 43.709714285714284]",6.0,0.5185422542269255,3.2607892195862536,53.65462075385748,1,681.0793650793651,303.53968253968253
2,12,False,2,-0.001,3,4.304379369959555,4.248061615307459,,"[161.7696, 44.10185142857142]",6.0,0.5598913115196059,4.209028069480911,-71.38759874688729,0,1123.4,306.2628571428571
2,39,False,1,0.016,5,4.349972474311348,5.505050994007416,14,"[134.12531612903223, 45.8235870967742]",6.0,0.47984992885149075,4.349972474311348,49.02383231142999,2,931.4258064516127,318.2193548387097
2,14,False,2,0.012,6,3.261936005864675,4.04520742967598,,"[100.58572799999999, 45.724032]",6.0,0.5005395841626348,3.337545071848047,62.99248336446136,1,698.512,317.528
2,40,False,1,0.082,3,2.1852186903605686,4.5559806099008,14,"[136.46171428571427, 47.581714285714284]",6.0,0.385711431799251,2.1852186903605686,55.51686348235509,2,947.6507936507936,330.42857142857144
2,41,False,1,0.096,3,1.678820621218256,3.98237722529318,14,"[134.71353191489362, 47.83863829787234]",6.0,0.37185022561398473,1.678820621218256,57.721873355755626,2,935.5106382978724,332.21276595744683
2,15,False,2,-0.012,4,5.589902895333087,4.825246933515949,,"[137.088, 49.568]",6.0,0.458499264451489,4.772059691369104,50.21319893498563,2,952.0,344.22222222222223
2,16,False,2,0.193,4,0.5491944514054612,5.559407751892199,,"[196.57082706766917, 62.043969924812025]",6.0,1.204609241273177,4.487148285404366,4.692638976281423,2,1365.0751879699249,430.8609022556391
2,42,True,1,NaN,1,4.09712887113837,4.09712887113837,18,"[197.5398260869565, 65.87686956521738]",6.0,0.315806901551878,4.09712887113837,-2.6692052104522244,2,1371.804347826087,457.4782608695652
2,43,False,1,0.04,3,3.163946843978388,4.555222203679355,18,"[196.4144842105263, 65.77616842105262]",6.0,0.40830624313899566,3.163946843978388,0.2308373010591873,2,1363.9894736842105,456.778947368421
2,44,False,1,NaN,1,2.0042968871124955,2.0042968871124955,18,"[196.146, 67.994]",6.0,0.47848353898309814,2.0042968871124955,-10.684880291105491,2,1362.125,472.18055555555554
2,45,False,1,0.067,4,2.189560703591713,4.915361535876497,19,"[113.41301204819277, 68.56655421686747]",6.0,0.5133273976479352,2.189560703591713,31.565040806786183,1,787.5903614457832,476.1566265060241
2,46,False,1,0.044,2,1.7030837559115513,2.2123662478692254,19,"[114.01576119402984, 70.13229850746269]",6.0,0.5264170308070244,1.7030837559115513,17.242212907141894,1,791.776119402985,487.0298507462687
2,19,False,2,0.026,11,2.9180206388069836,6.846324199366322,,"[30.877132075471696, 72.73358490566036]",6.0,0.4700473597125537,2.996428769905804,31.23786615117422,1,214.4245283018868,505.0943396226415
2,20,False,2,0.024,9,2.8250374764067105,5.446944099623514,,"[31.99704201680672, 75.35072268907562]",6.0,0.4987866770758895,3.1767302930060386,15.058355015885992,1,222.2016806722689,523.2689075630252
2,47,False,1,0.018,5,1.9535744736607996,2.5770971112324323,22,"[106.75008, 88.98432]",6.0,0.5123637953302638,1.9535744736607996,49.8112928862036,1,741.32,617.9466666666667
2,48,False,1,0.007,5,1.9182092864350577,2.1362741011066597,22,"[108.59039999999999, 89.87039999999999]",6.0,0.4797875457667302,1.9182092864350577,77.79187200799794,1,754.1,624.1
2,22,False,2,0.008,3,3.2425846535085268,3.4958594546560904,,"[70.36517647058822, 91.73647058823528]",6.0,0.5448318059425501,3.327933751408518,30.04979217355923,1,488.6470588235294,637.0588235294117
2,49,False,1,0.02,5,2.1720524849807,2.9344796375186926,24,"[95.82321951219512, 107.8050731707317]",6.0,0.5017719393778203,2.1720524849807,60.54008741258939,1,665.439024390244,748.6463414634146
2,50,False,1,0.015,5,2.0413733904900146,2.555304821812751,24,"[97.72032, 108.97919999999999]",6.0,0.48848551723651434,2.0413733904900146,57.10332100351673,1,678.6133333333333,756.8
2,24,False,2,0.002,19,2.0373282473427,2.2505416395039974,,"[166.18371428571422, 112.44857142857141]",6.0,0.36521404775948624,2.01914712782579,-37.81093852974978,2,1154.053571428571,780.8928571428571
2,25,False,2,-0.007,6,2.112031992781353,1.8589165309140179,,"[172.8435348837209, 115.25693023255813]",6.0,0.3073593458181673,1.9010103055060492,75.78098006686996,2,1200.3023255813953,800.3953488372093
2,51,False,1,0.013,5,3.616391610656169,4.415597689517098,27,"[166.04799999999997, 116.09386666666667]",6.0,0.5030966691231503,3.616391610656169,81.46127042665724,2,1153.111111111111,806.2074074074075
2,52,False,1,0.023,3,3.3371276554244886,4.091496212396122,27,"[169.00606451612904, 117.00232258064516]",6.0,0.49940829243064605,3.3371276554244886,70.50308360269204,2,1173.6532258064517,812.516129032258
2,27,True,2,0.005,2,4.474477553991183,4.612946138951286,,"[93.17955555555555, 118.29333333333334]",6.0,0.47254567174228873,4.612946138951286,30.91746103343084,1,647.0802469135803,821.4814814814815
2,28,False,2,0.021,10,2.5315934972396996,4.724057944244425,,"[60.426719999999996, 119.57328]",6.0,0.5148334588662199,2.5714789848893145,26.524446105923523,1,419.63,830.37
2,29,True,2,0.128,2,2.9925850362864144,6.449008039996873,,"[115.95792592592592, 121.41037037037036]",6.0,0.5446207606102773,6.449008039996873,-15.764117066298894,2,805.2633744855967,843.1275720164609
2,53,False,1,0.037,4,3.775954086938269,5.88576711833564,31,"[68.65773913043478, 121.47547826086955]",6.0,0.4952516449646177,3.775954086938269,-51.82530871903888,2,476.78985507246375,843.5797101449275
2,54,False,1,-0.055,5,3.819447541263532,1.6706133137129953,31,"[66.48716417910447, 123.77874626865672]",6.0,0.46942518922384363,3.819447541263532,-63.00324098695312,2,461.7164179104478,859.5746268656717
2,31,True,2,0.015,2,5.835986471129766,6.369387181600046,,"[113.96867796610168, 125.85477966101695]",6.0,0.5101966602903567,6.369387181600046,-8.412202657050482,2,791.4491525423729,873.9915254237288
2,32,True,2,-0.004,2,0.7984365456639009,0.7794375560716686,,"[117.73599999999999, 127.03999999999998]",6.0,0.30681472266867515,0.7794375560716686,-22.589805002873547,0,817.6111111111111,882.2222222222222
2,55,True,1,NaN,1,12.30960823048892,12.30960823048892,34,"[21.587606557377047, 130.69770491803277]",6.0,0.8293718091321161,12.30960823048892,-52.92761568315096,2,149.9139344262295,907.6229508196722
2,56,False,1,NaN,1,2.834658336835575,2.834658336835575,34,"[22.905863013698628, 130.70860273972602]",6.0,0.3438189334730648,2.834658336835575,-59.0802219600747,2,159.06849315068493,907.6986301369864
2,34,False,2,0.12,4,1.7411592521455679,7.315488227170337,,"[23.43157894736842, 155.2235789473684]",6.0,0.47091018805620094,5.006894979684339,0.9388545930597112,2,162.71929824561403,1077.9415204678362
2,35,False,2,0.073,3,2.5524245423783287,4.936516501032452,,"[22.27163358778626, 156.67419847328242]",6.0,0.43721293474186085,4.120931904972823,4.136329118960772,2,154.66412213740458,1088.0152671755725
2,57,False,1,-0.0,22,2.529514086614306,2.4925263590684827,,"[187.4443636363636, 156.1410909090909]",6.0,0.5169311237430029,2.529514086614306,-65.7462318051937,2,1301.6969696969695,1084.3131313131314
3,2,False,3,0.026,4,3.1997244154831055,4.38197714321252,,"[76.12595744680851, 1.3817872340425532]",9.0,0.46480742224309807,4.1167973503439645,39.64624385139884,2,528.6524822695036,9.595744680851064
3,1,False,3,-0.05,5,4.053597545549439,1.911595515165235,,"[136.7003076923077, 0.23704615384615382]",9.0,0.41778081641950265,2.909031899699118,89.58275970716099,2,949.3076923076924,1.646153846153846
3,3,False,3,0.023,4,3.2649501601431985,4.28987934582315,,"[78.38366896551723, 1.7945379310344827]",9.0,0.46655638620991924,4.211479673422923,48.820372493454975,2,544.3310344827586,12.462068965517242
3,58,False,1,0.019,3,3.56553796366722,4.215437081266487,5,"[87.81119999999999, 15.983999999999998]",9.0,0.4723370718162538,3.56553796366722,59.46232395860528,2,609.8,111.0
3,59,False,1,NaN,1,2.1284017278754312,2.1284017278754312,5,"[90.12035820895521, 17.05862686567164]",9.0,0.42663338832962244,2.1284017278754312,71.21353090253355,2,625.8358208955224,118.46268656716418
3,60,False,1,0.151,2,1.6176039450803272,3.9936922175657488,5,"[91.66175999999999, 17.59104]",9.0,0.416956511419525,1.6176039450803272,70.60828622365935,2,636.54,122.16
3,37,False,2,0.145,3,1.0407727906836857,3.8457223726584746,6,"[90.10006779661018, 18.41491525423729]",9.0,0.4304161634627986,1.8382197516758756,69.34121657642442,2,625.6949152542373,127.8813559322034
3,38,False,2,0.054,4,4.397198676372271,8.377122784696208,6,"[92.68831168831169, 19.412883116883116]",9.0,0.47884681112684446,4.326334984680173,66.14066113805971,2,643.6688311688312,134.8116883116883
3,6,False,3,-0.029,5,1.0510929788530412,0.6829737725488636,,"[54.366, 24.983999999999998]",9.0,0.3343266154815491,0.9524068756170389,-65.64695783474937,0,377.5416666666667,173.5
3,7,True,3,0.017,3,3.9887260659285935,4.631645878071477,,"[132.58971428571428, 27.53980952380952]",9.0,0.5625626953839795,4.631645878071477,44.16025653724737,1,920.7619047619048,191.24867724867724
3,8,False,3,0.026,12,2.0423675354266524,5.1755981288319335,,"[33.87281012658228, 27.63706329113924]",9.0,0.4594349671023467,2.256481642533733,76.83004236463321,1,235.22784810126583,191.9240506329114
3,61,False,1,-0.06,3,1.0137884015475658,0.5902243641192729,,"[56.80799999999999, 33.05828571428571]",9.0,0.21163229528023675,1.0137884015475658,-58.333636845203294,0,394.5,229.57142857142856
3,9,False,3,0.116,4,1.5949498286535229,6.416756777615132,,"[105.4350497237569, 38.965922651933695]",9.0,0.4973999184293294,5.513718896210638,22.36804510935772,2,732.1878453038674,270.5966850828729
3,62,False,1,0.112,2,2.8337988685990343,5.535284923767051,11,"[106.66127472527472, 38.78821978021978]",9.0,0.4327145382336906,2.8337988685990343,25.6255380610436,2,740.7032967032967,269.3626373626374
3,63,False,1,NaN,1,2.0376677532033938,2.0376677532033938,11,"[107.6590588235294, 40.6715294117647]",9.0,0.45210349856116955,2.0376677532033938,27.960231017811285,2,747.6323529411765,282.44117647058823
3,11,False,3,0.015,6,3.0872661443420513,4.0213658326298,,"[98.07927272727272, 43.49999999999999]",9.0,0.523436695817293,3.3663154396279578,51.82031655784308,1,681.1060606060606,302.0833333333333
3,12,True,3,-0.001,3,4.304379369959555,4.248061615307459,,"[161.84071508379887, 43.964245810055864]",9.0,0.5723196578738352,4.248061615307459,-71.49864647033796,0,1123.8938547486034,305.3072625698324
3,39,False,2,0.016,5,4.349972474311348,5.505050994007416,14,"[133.78841379310342, 45.26689655172414]",9.0,0.46718525160280244,3.3408683400744716,52.36501261733826,2,929.0862068965516,314.3534482758621
3,14,False,3,0.012,6,3.261936005864675,4.04520742967598,,"[100.7392, 45.62239999999999]",9.0,0.5221165359499537,3.4769047860921467,62.50223321952162,1,699.5777777777778,316.8222222222222
3,40,False,2,0.082,3,2.1852186903605686,4.5559806099008,14,"[136.5152, 47.46026666666666]",9.0,0.4142021832725332,4.513828754805756,52.24376324212593,2,948.0222222222222,329.5851851851852
3,41,False,2,0.096,3,1.678820621218256,3.98237722529318,14,"[134.56799999999998, 47.42682352941176]",9.0,0.41589234799360447,3.3059616849606774,50.84959325865261,2,934.5,329.3529411764706
3,15,False,3,-0.012,4,5.589902895333087,4.825246933515949,,"[137.49696, 49.75142399999999]",9.0,0.4314475840270504,3.9590996475124087,53.96432017152592,2,954.84,345.496
3,16,False,3,0.193,4,0.5491944514054612,5.559407751892199,,"[196.66140845070422, 61.81808450704225]",9.0,1.186066238767935,4.940912357310939,4.441496506062999,2,1365.7042253521126,429.2922535211268
3,64,False,1,0.034,2,2.2157433033783978,2.7157938454379438,43,"[197.78535849056604, 64.88422641509432]",9.0,0.32098525405838596,2.2157433033783978,-2.538771417588008,2,1373.5094339622642,450.5849056603773
3,43,False,2,0.04,3,3.163946843978388,4.555222203679355,18,"[196.38699999999997, 66.65599999999999]",9.0,0.4286903260238632,5.043045351520668,-7.019881751976263,2,1363.798611111111,462.8888888888889
3,65,False,1,-0.09,3,2.6844073192497513,1.193853581937642,43,"[197.49367741935484, 67.0854193548387]",9.0,0.3268111178420303,2.6844073192497513,-4.456276451136925,2,1371.483870967742,465.8709677419355
3,45,False,2,0.067,4,2.189560703591713,4.915361535876497,19,"[113.36166233766232, 68.21111688311687]",9.0,0.5090079193925557,2.01229874238963,33.87718934186011,1,787.2337662337662,473.68831168831167
3,46,False,2,0.044,2,1.7030837559115513,2.2123662478692254,19,"[114.09268965517239, 69.92606896551723]",9.0,0.5276801627033257,2.2123662478692254,17.186248183213788,1,792.3103448275862,485.5977011494253
3,19,False,3,0.026,11,2.9180206388069836,6.846324199366322,,"[30.88497478991596, 72.49976470588234]",9.0,0.48745452218076024,3.247395190990323,33.72360088858089,1,214.47899159663865,503.4705882352941
3,20,False,3,0.024,9,2.8250374764067105,5.446944099623514,,"[32.094545454545454, 75.35018181818181]",9.0,0.5301028202446927,3.32877561188114,13.403194766228,1,222.87878787878788,523.2651515151515
3,47,False,2,0.018,5,1.9535744736607996,2.5770971112324323,22,"[106.75492682926829, 88.74439024390243]",9.0,0.5299838149485885,2.064689749041874,41.37929854089729,1,741.3536585365854,616.280487804878
3,48,False,2,0.007,5,1.9182092864350577,2.1362741011066597,22,"[108.68552112676056, 89.74039436619717]",9.0,0.49523094864816747,1.8996221201218615,78.77628759066386,1,754.7605633802817,623.1971830985915
3,22,True,3,0.008,3,3.2425846535085268,3.4958594546560904,,"[70.47, 91.64652631578947]",9.0,0.5816647001903744,3.4958594546560904,29.39666396971633,1,489.375,636.4342105263158
3,49,False,2,0.02,5,2.1720524849807,2.9344796375186926,24,"[95.83649999999999, 107.6445]",9.0,0.5457560810512572,2.3301607669820323,63.79266381835367,1,665.53125,747.53125
3,50,False,2,0.015,5,2.0413733904900146,2.555304821812751,24,"[97.848, 108.88156097560974]",9.0,0.5269473691771147,2.0697400252689664,54.6698304937716,1,679.5,756.1219512195122
3,24,False,3,0.002,19,2.0373282473427,2.2505416395039974,,"[166.31023728813557, 112.25166101694914]",9.0,0.36773137826750846,2.116028322613815,-34.75802082581963,2,1154.9322033898304,779.5254237288135
3,25,False,3,-0.007,6,2.112031992781353,1.8589165309140179,,"[172.81199999999998, 115.08799999999998]",9.0,0.2807641702794658,1.7085800896502137,77.13440265089996,2,1200.0833333333333,799.2222222222222
3,51,False,2,0.013,5,3.616391610656169,4.415597689517098,27,"[165.8999172413793, 115.92099310344827]",9.0,0.4994299602485057,3.920640287774594,83.24365834988359,2,1152.0827586206897,805.0068965517241
3,52,False,2,0.023,3,3.3371276554244886,4.091496212396122,27,"[169.11931914893617, 116.90757446808509]",9.0,0.5214488571808273,3.617558692581747,67.84952515030255,2,1174.4397163120568,811.8581560283687
3,66,False,1,0.047,6,3.1485335383446102,7.320784207499248,28,"[92.89489655172413, 117.56110344827584]",9.0,0.5020514317022925,3.1485335383446102,31.62893309441153,1,645.1034482758621,816.3965517241379
3,28,False,3,0.021,10,2.5315934972396996,4.724057944244425,,"[60.49529203539823, 119.46138053097344]",9.0,0.5397582249648403,2.795201017799335,26.405918025713355,1,420.1061946902655,829.5929203539823
3,67,False,1,NaN,1,1.8614699965042596,1.8614699965042596,28,"[94.00457142857142, 119.40342857142856]",9.0,0.46105163260373216,1.8614699965042596,26.123233397409216,1,652.8095238095239,829.1904761904761
3,68,False,1,-0.03,4,3.8293179869635887,2.685901245989429,30,"[116.27856953642384, 120.26670198675495]",9.0,0.524445592968888,3.8293179869635887,-21.30640192616412,2,807.4900662251656,835.1854304635762
3,53,False,2,0.037,4,3.775954086938269,5.88576711833564,31,"[68.48041558441558, 121.39854545454544]",9.0,0.5030126191650492,4.1909990914407835,-60.30986529040163,2,475.5584415584416,843.0454545454545
3,69,False,1,0.018,2,3.418066543655794,3.816914869412257,30,"[115.55790291262134, 123.4806990291262]",9.0,0.40374675089011486,3.418066543655794,-4.523350743083009,2,802.4854368932039,857.504854368932
3,70,False,1,0.115,2,1.9604300338012401,3.913587770133287,32,"[114.37505084745762, 122.9882033898305]",9.0,0.4017024437385773,1.9604300338012401,-4.07978289960324,2,794.271186440678,854.0847457627119
3,54,False,2,-0.055,5,3.819447541263532,1.6706133137129953,31,"[66.69894193548387, 123.61238709677419]",9.0,0.4712697351344027,4.388704982631122,-66.01132437611408,2,463.1870967741936,858.4193548387096
3,71,False,1,-0.004,4,5.21615132820678,4.991628333992862,32,"[113.97063829787233, 126.21676595744681]",9.0,0.4927166470470181,5.21615132820678,-8.983191749003652,2,791.4627659574468,876.5053191489362
3,72,True,1,NaN,1,7.2876763640340965,7.2876763640340965,56,"[23.653333333333332, 128.7845925925926]",9.0,0.6099348860964087,7.2876763640340965,-61.3700741397717,2,164.25925925925927,894.3374485596707
3,73,False,1,NaN,1,0.665107510106449,0.665107510106449,33,"[117.8784, 126.95039999999999]",9.0,0.28991364231439676,0.665107510106449,45.0,0,818.6,881.6
3,74,False,1,0.041,2,0.8186414234384587,1.0457655536891826,33,"[118.368, 128.016]",9.0,0.16883722783532687,0.8186414234384587,-20.30064732250224,0,822.0,889.0
3,75,True,1,NaN,1,8.478624779030799,8.478624779030799,56,"[20.48647773279352, 131.57752226720646]",9.0,0.6993253708429635,8.478624779030799,-65.00947855549194,2,142.2672064777328,913.7327935222672
3,76,False,1,-0.007,2,2.731901982328106,2.6119187359145637,56,"[20.542736842105263, 132.3814736842105]",9.0,0.3736255928650465,2.731901982328106,-63.24658268722978,2,142.6578947368421,919.3157894736842
3,34,False,3,0.12,4,1.7411592521455679,7.315488227170337,,"[23.549485714285716, 155.40411428571426]",9.0,0.4792699237744358,6.107932313673431,0.3008574472228402,2,163.53809523809525,1079.195238095238
3,35,True,3,0.073,3,2.5524245423783287,4.936516501032452,,"[22.333621621621617, 156.30324324324323]",9.0,0.4062034764419829,4.936516501032452,1.950958579072692,2,155.09459459459458,1085.4391891891892
3,77,False,1,0.0,21,2.4694182979008046,2.4925263590684827,,"[187.55612903225804, 155.97677419354838]",9.0,0.49712439072116577,2.4694182979008046,-66.91718046979729,2,1302.47311827957,1083.1720430107528
4,2,False,4,0.026,4,3.1997244154831055,4.38197714321252,,"[76.36833566433566, 1.3997202797202797]",12.0,0.44309778165339936,4.38197714321252,43.64636660470899,2,530.3356643356643,9.72027972027972
